route_id,route_name,origin_warehouse,destination_city,destination_country,distance_km,estimated_duration_hours,transport_mode,carrier_name,carrier_code,contract_type,base_cost_usd,cost_per_kg_usd,route_status,frequency_per_week,customs_required,cold_chain_required,max_payload_kg,avg_delay_hours,is_active
7266548,RT-3549,Bandung-WH,Medan,Indonesia,288.8,6.1,Truck,Pos Indonesia,CR6000,Contracted,182.08,2.703,Active,2,0,1,10000,2.98,1
7856091,RT-4478,Jakarta-WH1,Surabaya,Malaysia,210.2,1.0,Sea,SiCepat,CR5310,Contracted,57.73,0.863,Active,3,0,1,2000,11.39,1
7291259,RT-4989,Jakarta-WH1,Bandung,Indonesia,70.5,65.0,Truck,Pos Indonesia,CR7983,Dedicated,345.85,2.11,Active,5,0,0,2000,5.33,0
7546084,RT-4632,Jakarta-WH1,Medan,Indonesia,518.9,38.5,Air,J&T,CR8499,Contracted,294.81,1.416,Active,5,0,0,2000,3.37,1
7053763,RT-5953,Jakarta-WH2,Surabaya,Indonesia,231.8,6.0,Truck,FedEx,CR7147,Contracted,165.37,3.42,Active,7,0,0,2000,1.84,0
7808066,RT-4528,Medan-WH,Semarang,Indonesia,29.1,4.9,Courier,JNE,CR4017,Contracted,20.0,2.287,Active,5,0,0,5000,1.24,1
7947356,RT-2343,Jakarta-WH1,Bandung,Indonesia,520.5,16.0,Truck,JNE,CR1726,Spot,358.24,0.941,Active,3,0,0,10000,1.21,0
7836175,RT-8511,Surabaya-WH,Bali,Indonesia,70.9,34.2,Truck,FedEx,CR6380,Contracted,773.44,1.607,Active,3,1,0,10000,0.47,1
7267653,RT-1459,Bandung-WH,Surabaya,Indonesia,114.4,1.0,Air,SiCepat,CR7769,Dedicated,95.92,2.111,Inactive,5,0,1,5000,0.94,1
7147118,RT-9402,Jakarta-WH1,Jakarta,Indonesia,239.1,12.6,Truck,J&T,CR4430,Dedicated,20.8,2.567,Active,1,1,0,1000,5.39,1
7940816,RT-2554,Jakarta-WH2,Jakarta,Indonesia,1689.8,58.6,Rail,J&T,CR5250,Spot,82.0,2.081,Active,3,0,0,1000,1.01,1
7415872,RT-1268,Bandung-WH,Jakarta,Indonesia,634.1,2.3,Truck,J&T,CR7182,Spot,238.38,2.281,Active,5,0,1,10000,1.21,1
7701307,RT-1214,Bandung-WH,Jakarta,Indonesia,175.6,25.3,Rail,JNE,CR1219,Contracted,438.95,1.74,Inactive,3,0,1,5000,5.83,0
7505715,RT-2576,Jakarta-WH1,Surabaya,Indonesia,423.6,44.1,Truck,SiCepat,CR3478,Spot,26.75,0.118,Active,3,0,1,5000,5.02,0
7074371,RT-1452,Jakarta-WH1,Yogyakarta,Philippines,17.0,16.8,Truck,DHL,CR9698,Contracted,402.55,2.116,Active,5,0,1,1000,0.72,1
7910775,RT-7237,Jakarta-WH2,Surabaya,Indonesia,93.1,35.8,Truck,SiCepat,CR2544,Dedicated,22.41,1.506,Active,7,0,1,1000,3.21,1
7794154,RT-2021,Bandung-WH,Surabaya,Malaysia,534.4,7.1,Truck,J&T,CR9836,Dedicated,93.33,0.339,Inactive,2,0,0,5000,0.97,1
7515297,RT-9143,Jakarta-WH1,Medan,Singapore,203.1,25.3,Truck,Tiki,CR3133,Contracted,469.97,2.012,Active,3,0,0,2000,8.17,1
8515372,RT-9870,Jakarta-WH1,Bali,Indonesia,1306.2,12.3,Truck,JNE,CR9078,Contracted,681.8,2.809,Inactive,3,0,1,1000,7.47,0
7924475,RT-9634,Jakarta-WH1,Surabaya,Indonesia,380.8,39.9,Truck,JNE,CR4372,Dedicated,20.0,1.803,Active,5,1,0,5000,1.16,0
7525363,RT-2912,Jakarta-WH1,Surabaya,Indonesia,31.8,33.4,Air,JNE,CR1720,Spot,541.5,1.664,Active,2,0,1,20000,3.67,1
7925949,RT-3309,Jakarta-WH1,Bandung,Indonesia,96.3,19.2,Truck,JNE,CR7612,Dedicated,51.86,0.231,Active,2,0,0,1000,5.15,1
7467439,RT-6813,Medan-WH,Palembang,Singapore,145.2,27.7,Truck,SiCepat,CR6603,Spot,757.48,3.259,Active,3,1,1,5000,0.12,1
7878357,RT-1958,Jakarta-WH2,Medan,Indonesia,283.7,1.0,Courier,J&T,CR4964,Spot,136.05,2.691,Active,3,0,0,10000,0.24,1
7452822,RT-3624,Jakarta-WH1,Medan,Malaysia,270.3,20.5,Rail,SiCepat,CR1991,Spot,48.71,1.711,Suspended,2,0,0,5000,2.44,1
7691153,RT-2731,Surabaya-WH,Surabaya,Indonesia,123.0,10.3,Air,JNE,CR7862,Spot,148.14,2.24,Active,3,0,0,500,0.66,1
7891633,RT-5844,Surabaya-WH,Surabaya,Indonesia,17.6,35.8,Truck,Pos Indonesia,CR8602,Contracted,20.0,0.46,Suspended,3,0,0,1000,0.46,1
7345508,RT-6041,Surabaya-WH,Makassar,Indonesia,77.7,10.1,Truck,J&T,CR6817,Contracted,183.48,0.47,Active,1,0,0,5000,6.94,1
7583576,RT-9087,Surabaya-WH,Bandung,Indonesia,10.0,16.9,Courier,DHL,CR2089,Contracted,22.17,1.795,Suspended,7,0,0,1000,5.28,1
7697084,RT-5477,Bandung-WH,Semarang,Malaysia,376.0,21.2,Truck,DHL,CR4188,Spot,82.47,1.106,Active,3,1,1,500,6.92,1
7855182,RT-9382,Medan-WH,Jakarta,Indonesia,483.7,16.7,Rail,FedEx,CR1461,Contracted,207.42,0.735,Active,3,0,0,10000,0.9,1
7484660,RT-2525,Jakarta-WH1,Medan,Indonesia,207.0,42.7,Sea,J&T,CR9048,Contracted,57.8,2.799,Inactive,3,1,1,5000,0.24,1
7878353,RT-8665,Jakarta-WH1,Makassar,Indonesia,207.4,6.7,Truck,Pos Indonesia,CR9677,On-Demand,103.69,2.45,Suspended,1,1,1,2000,0.68,0
7806091,RT-1482,Jakarta-WH1,Bandung,Malaysia,201.9,1.0,Sea,J&T,CR5673,Dedicated,110.92,0.742,Suspended,5,0,1,20000,0.07,1
7328754,RT-9481,Jakarta-WH2,Jakarta,Indonesia,405.5,9.4,Truck,Pos Indonesia,CR9741,Spot,641.48,3.401,Active,3,0,0,2000,3.33,0
7985789,RT-8452,Jakarta-WH2,Semarang,Indonesia,125.3,8.7,Air,Pos Indonesia,CR8765,Contracted,195.97,2.46,Active,3,0,0,2000,5.15,1
7943377,RT-9801,Jakarta-WH1,Bandung,Indonesia,163.7,18.5,Truck,SiCepat,CR3750,Contracted,43.77,2.85,Active,7,1,0,1000,2.27,1
7834482,RT-7304,Surabaya-WH,Jakarta,Indonesia,283.5,33.4,Sea,Pos Indonesia,CR7781,Contracted,306.52,0.23,Inactive,2,1,0,2000,0.56,0
7847626,RT-2570,Surabaya-WH,Jakarta,Indonesia,10.0,52.7,Truck,J&T,CR3813,Dedicated,54.94,1.332,Active,3,1,0,20000,3.12,1
7527614,RT-3877,Jakarta-WH2,Palembang,Indonesia,10.0,10.8,Air,SiCepat,CR7822,Dedicated,86.18,3.187,Active,2,0,1,20000,13.5,1
7585265,RT-6617,Jakarta-WH2,Medan,Indonesia,70.1,1.2,Air,SiCepat,CR5290,Contracted,288.26,0.248,Active,2,1,0,2000,0.31,1
7394290,RT-2043,Jakarta-WH2,Makassar,Vietnam,154.6,6.4,Air,SiCepat,CR2955,Spot,71.31,1.806,Active,5,0,1,1000,7.91,1
7540225,RT-5734,Jakarta-WH2,Medan,Philippines,1214.7,1.8,Truck,Tiki,CR9916,Dedicated,109.66,1.829,Inactive,1,0,0,20000,2.9,1
7067825,RT-9320,Jakarta-WH1,Jakarta,Singapore,494.8,9.6,Sea,JNE,CR4349,Spot,31.51,1.858,Active,2,1,0,500,1.64,1
7634478,RT-6412,Surabaya-WH,Jakarta,Indonesia,59.9,3.5,Truck,J&T,CR7839,Spot,127.74,1.686,Active,2,0,1,5000,6.58,1
7817060,RT-7324,Jakarta-WH1,Surabaya,Indonesia,437.9,11.4,Truck,J&T,CR8565,Spot,74.41,0.263,Active,5,1,0,2000,0.66,1
7959712,RT-1193,Surabaya-WH,Makassar,Indonesia,275.7,5.4,Truck,FedEx,CR4518,Contracted,169.38,3.098,Active,5,1,0,5000,1.58,1
7067840,RT-4472,Jakarta-WH2,Bandung,Indonesia,73.1,40.0,Sea,SiCepat,CR8225,Dedicated,77.57,1.776,Seasonal,2,1,0,10000,6.0,1
7183143,RT-5944,Jakarta-WH2,Jakarta,Malaysia,68.8,6.1,Air,JNE,CR4442,Spot,52.06,2.813,Active,5,0,1,5000,0.93,1
7335388,RT-6388,Medan-WH,Bali,Indonesia,593.9,15.6,Sea,DHL,CR1592,Contracted,20.0,2.602,Active,7,1,0,1000,1.4,1
7622700,RT-2097,Jakarta-WH2,Jakarta,Indonesia,1291.5,2.7,Air,SiCepat,CR1932,Contracted,293.77,0.322,Active,3,1,1,2000,2.29,1
7755090,RT-4965,Jakarta-WH1,Jakarta,Indonesia,47.7,5.2,Air,SiCepat,CR2664,Spot,20.0,1.32,Suspended,3,0,1,10000,0.07,1
7708038,RT-5902,Jakarta-WH1,Makassar,Indonesia,365.2,15.7,Courier,DHL,CR1648,Dedicated,321.7,2.366,Active,2,0,1,1000,3.2,1
7239075,RT-1331,Jakarta-WH2,Medan,Indonesia,951.9,62.3,Courier,SiCepat,CR4759,Spot,45.45,2.012,Active,7,1,0,10000,0.03,0
7640971,RT-8409,Jakarta-WH1,Makassar,Indonesia,348.6,5.0,Sea,J&T,CR4305,Dedicated,150.27,1.87,Inactive,5,0,0,1000,1.01,1
7704958,RT-2249,Jakarta-WH1,Medan,Indonesia,182.0,42.7,Sea,DHL,CR8177,Dedicated,225.3,1.684,Inactive,5,0,1,5000,1.04,1
7073914,RT-8245,Medan-WH,Jakarta,Malaysia,353.4,21.4,Rail,FedEx,CR6626,Contracted,44.83,2.197,Active,3,0,1,2000,0.19,1
7689630,RT-6739,Surabaya-WH,Medan,Malaysia,35.6,5.2,Air,J&T,CR1515,Contracted,93.6,1.133,Seasonal,5,0,1,10000,3.44,1
7958683,RT-7043,Bandung-WH,Bali,Indonesia,10.0,31.5,Rail,J&T,CR7126,Contracted,77.41,1.815,Active,5,0,0,10000,7.31,1
7794009,RT-3327,Bandung-WH,Bandung,Indonesia,770.2,19.0,Sea,JNE,CR4607,Contracted,82.86,2.635,Active,3,1,1,10000,4.07,1
7981666,RT-7863,Bandung-WH,Jakarta,Indonesia,133.8,1.0,Rail,J&T,CR6170,On-Demand,292.7,2.03,Seasonal,1,0,1,10000,0.68,0
7235705,RT-5537,Jakarta-WH1,Yogyakarta,Philippines,596.8,26.8,Air,JNE,CR3490,Contracted,210.56,3.344,Seasonal,2,0,1,2000,1.75,1
7670616,RT-8642,Bandung-WH,Manado,Vietnam,331.3,1.8,Truck,JNE,CR2903,Contracted,144.83,0.846,Active,3,1,1,500,0.27,1
7100079,RT-2548,Jakarta-WH1,Surabaya,Malaysia,629.5,9.8,Rail,Tiki,CR3467,Contracted,516.97,1.928,Active,3,0,0,5000,1.67,1
8398690,RT-4156,Jakarta-WH1,Jakarta,Vietnam,24.4,4.0,Truck,SiCepat,CR9525,On-Demand,217.52,3.034,Inactive,2,1,1,1000,2.13,0
7318470,RT-6779,Jakarta-WH2,Surabaya,Indonesia,240.7,5.3,Air,DHL,CR2816,Contracted,303.11,2.821,Active,5,0,1,500,1.36,1
7955403,RT-5345,Jakarta-WH1,Semarang,Indonesia,420.2,24.0,Truck,J&T,CR9348,Contracted,352.31,2.126,Active,3,0,1,2000,0.6,1
7549419,RT-2819,Surabaya-WH,Yogyakarta,Indonesia,217.4,31.6,Air,JNE,CR7192,Dedicated,245.86,0.5,Suspended,7,0,1,1000,1.86,1
7699301,RT-8428,Surabaya-WH,Surabaya,Indonesia,1005.9,11.7,Courier,J&T,CR5472,Contracted,182.07,0.441,Inactive,5,0,0,10000,1.19,1
7921064,RT-5561,Jakarta-WH2,Surabaya,Singapore,173.4,68.4,Truck,JNE,CR1039,Dedicated,25.46,1.866,Active,7,0,0,5000,1.66,1
7249615,RT-5365,Jakarta-WH2,Semarang,Indonesia,58.2,2.6,Truck,Pos Indonesia,CR1238,Spot,146.28,2.643,Seasonal,2,0,0,10000,0.45,1
7831847,RT-7789,Jakarta-WH1,Surabaya,Indonesia,431.7,65.2,Air,J&T,CR9891,Contracted,96.84,1.669,Active,2,0,0,2000,1.44,1
7188378,RT-4110,Jakarta-WH1,Jakarta,Malaysia,234.6,39.5,Truck,JNE,CR1192,Spot,98.27,3.026,Active,2,1,1,20000,3.21,1
7242362,RT-7291,Jakarta-WH1,Semarang,Indonesia,136.0,13.3,Truck,JNE,CR8967,Contracted,141.33,3.38,Inactive,2,0,0,500,2.09,1
7265564,RT-6161,Jakarta-WH2,Semarang,Indonesia,245.3,17.7,Air,J&T,CR1684,Contracted,426.52,1.585,Active,2,1,0,1000,7.28,1
7414427,RT-9942,Jakarta-WH2,Jakarta,Philippines,743.3,50.7,Truck,Tiki,CR4473,Dedicated,320.18,1.202,Active,3,0,0,10000,1.03,1
7922915,RT-4724,Jakarta-WH2,Makassar,Indonesia,274.8,29.9,Air,Pos Indonesia,CR5504,On-Demand,206.43,0.869,Suspended,1,1,1,10000,4.57,1
7176741,RT-1741,Medan-WH,Bandung,Singapore,664.8,24.4,Air,Pos Indonesia,CR5685,Contracted,455.39,1.51,Seasonal,2,0,1,2000,2.2,1
8029362,RT-8160,Jakarta-WH1,Bandung,Indonesia,439.1,1.0,Courier,DHL,CR2581,Contracted,98.8,1.342,Inactive,2,0,1,20000,1.22,0
7695674,RT-2191,Surabaya-WH,Bandung,Indonesia,314.9,26.9,Air,Pos Indonesia,CR8931,Contracted,20.0,0.342,Active,3,0,0,10000,1.21,1
7510664,RT-7946,Jakarta-WH2,Bandung,Indonesia,1334.5,1.1,Truck,JNE,CR5986,Contracted,346.45,0.432,Active,5,1,1,5000,2.41,1
7872745,RT-2515,Surabaya-WH,Jakarta,Indonesia,157.3,19.4,Truck,SiCepat,CR1218,Spot,243.36,1.868,Active,1,0,0,5000,2.08,1
7551587,RT-8390,Jakarta-WH2,Jakarta,Indonesia,365.7,55.5,Air,SiCepat,CR4969,Contracted,181.51,1.999,Active,2,0,1,5000,3.05,1
7755813,RT-5866,Surabaya-WH,Yogyakarta,Indonesia,1495.3,22.8,Air,J&T,CR2834,Dedicated,416.95,1.906,Active,3,0,0,10000,0.25,1
7552186,RT-9220,Jakarta-WH2,Surabaya,Indonesia,874.8,5.0,Rail,J&T,CR1502,Contracted,233.26,3.287,Active,5,1,0,5000,3.46,1
7177278,RT-3940,Jakarta-WH1,Bandung,Philippines,763.6,4.2,Truck,J&T,CR2265,Contracted,81.79,1.396,Active,2,0,0,20000,10.5,1
7786857,RT-6151,Jakarta-WH2,Semarang,Malaysia,370.2,42.8,Sea,FedEx,CR3216,Dedicated,815.87,1.27,Active,3,0,0,1000,5.16,1
7279971,RT-2415,Jakarta-WH2,Bandung,Indonesia,253.5,81.6,Truck,J&T,CR2290,Contracted,219.33,3.483,Active,2,0,0,5000,3.3,1
7091901,RT-5197,Surabaya-WH,Jakarta,Philippines,713.9,21.6,Truck,JNE,CR2337,Contracted,446.63,3.31,Active,7,1,0,1000,0.55,1
7998454,RT-9654,Jakarta-WH1,Bandung,Indonesia,1388.9,3.7,Truck,JNE,CR2693,Dedicated,76.47,2.411,Active,3,0,1,2000,2.44,1
7351455,RT-8544,Surabaya-WH,Semarang,Indonesia,649.4,14.9,Air,J&T,CR2837,Dedicated,157.05,2.315,Active,5,1,1,5000,3.84,1
7780454,RT-4667,Bandung-WH,Jakarta,Philippines,12.2,36.4,Truck,J&T,CR2272,Contracted,180.35,2.778,Active,5,0,0,5000,0.73,1
7522510,RT-5168,Bandung-WH,Medan,Malaysia,588.2,2.9,Air,JNE,CR7916,Contracted,253.47,2.195,Active,2,0,1,1000,4.15,1
7535317,RT-4299,Jakarta-WH1,Bandung,Indonesia,736.6,1.0,Sea,J&T,CR8401,Contracted,66.55,3.23,Seasonal,5,0,0,1000,9.7,1
7914886,RT-3163,Jakarta-WH1,Surabaya,Indonesia,275.2,5.3,Rail,Tiki,CR4250,Contracted,34.28,2.703,Active,2,0,0,5000,3.37,1
7618831,RT-6340,Jakarta-WH2,Medan,Indonesia,663.7,34.0,Air,Pos Indonesia,CR1645,Contracted,189.02,1.706,Active,5,1,1,5000,5.19,1
8047860,RT-8300,Jakarta-WH1,Jakarta,Indonesia,669.5,16.5,Truck,JNE,CR6596,Contracted,422.53,0.67,Inactive,3,0,0,5000,0.93,0
7009177,RT-9398,Surabaya-WH,Jakarta,Malaysia,239.3,1.9,Truck,JNE,CR6666,Contracted,216.31,0.379,Inactive,1,1,0,5000,0.35,1
7681711,RT-7374,Jakarta-WH2,Surabaya,Indonesia,57.7,23.6,Sea,FedEx,CR3033,Contracted,118.72,3.376,Active,5,1,1,2000,1.69,1
7307929,RT-7318,Jakarta-WH1,Bandung,Malaysia,1178.8,69.7,Rail,SiCepat,CR4912,Dedicated,263.24,2.289,Active,7,1,0,10000,5.42,0
7890356,RT-2073,Jakarta-WH1,Jakarta,Indonesia,140.3,13.9,Air,SiCepat,CR1069,Contracted,779.14,0.409,Active,7,1,1,20000,7.46,1
7019692,RT-6881,Jakarta-WH2,Semarang,Philippines,749.3,27.0,Air,FedEx,CR3375,Contracted,146.58,0.19,Active,2,0,1,5000,9.47,1
7429484,RT-2656,Jakarta-WH1,Jakarta,Malaysia,33.0,23.2,Sea,Pos Indonesia,CR9038,Dedicated,250.8,1.32,Active,1,0,0,500,4.66,1
7518815,RT-3913,Jakarta-WH2,Bali,Indonesia,191.8,29.9,Air,SiCepat,CR4622,Contracted,273.89,1.113,Active,1,0,1,2000,10.66,0
7685421,RT-8986,Jakarta-WH2,Bandung,Indonesia,57.0,33.6,Truck,DHL,CR2726,On-Demand,244.13,1.485,Active,3,1,1,2000,2.27,1
7522978,RT-9298,Jakarta-WH1,Makassar,Indonesia,201.3,21.4,Sea,FedEx,CR8776,Spot,57.99,1.738,Inactive,5,1,0,10000,0.87,0
7540972,RT-6838,Jakarta-WH1,Surabaya,Indonesia,288.2,9.7,Air,FedEx,CR6551,Contracted,183.85,1.784,Active,3,0,0,1000,4.62,1
7030328,RT-3470,Medan-WH,Yogyakarta,Indonesia,35.9,1.0,Truck,J&T,CR4153,On-Demand,576.51,2.95,Inactive,5,0,0,5000,1.69,1
7378313,RT-4506,Medan-WH,Palembang,Indonesia,351.7,16.6,Sea,J&T,CR1369,Spot,134.32,0.791,Active,3,1,0,2000,3.62,1
7995678,RT-3042,Bandung-WH,Jakarta,Indonesia,867.2,5.1,Truck,Tiki,CR1216,Contracted,146.79,0.883,Inactive,5,0,1,1000,0.02,1
7476107,RT-1502,Jakarta-WH1,Surabaya,Indonesia,105.4,3.3,Truck,SiCepat,CR9749,Dedicated,155.38,2.73,Inactive,1,0,0,10000,2.11,0
7554736,RT-6719,Medan-WH,Yogyakarta,Indonesia,10.0,7.0,Air,SiCepat,CR4245,Spot,454.36,2.036,Inactive,1,0,0,5000,5.95,1
7547043,RT-8171,Surabaya-WH,Jakarta,Indonesia,619.5,3.2,Truck,J&T,CR9585,Contracted,291.34,2.091,Active,5,0,1,5000,1.62,1
7306808,RT-3342,Surabaya-WH,Surabaya,Indonesia,152.9,43.8,Sea,JNE,CR3437,Contracted,20.0,0.181,Inactive,3,0,1,2000,3.77,1
7468074,RT-2920,Medan-WH,Jakarta,Indonesia,954.2,14.8,Air,J&T,CR4643,Contracted,20.0,1.456,Active,5,1,0,500,0.74,1
7285415,RT-6294,Jakarta-WH1,Semarang,Malaysia,324.8,24.4,Air,JNE,CR2792,Spot,61.19,1.472,Active,2,0,0,10000,1.23,1
7184894,RT-2242,Bandung-WH,Yogyakarta,Indonesia,156.7,27.9,Air,DHL,CR4370,Contracted,56.45,1.094,Active,3,1,1,1000,1.01,1
7645057,RT-4327,Jakarta-WH1,Bandung,Singapore,19.4,22.8,Sea,Pos Indonesia,CR8547,Contracted,233.04,2.021,Active,2,1,1,5000,5.76,1
7262253,RT-2880,Surabaya-WH,Medan,Indonesia,70.1,1.0,Truck,JNE,CR8494,On-Demand,20.0,2.435,Active,3,1,0,10000,4.02,1
7319831,RT-2386,Bandung-WH,Medan,Indonesia,554.6,7.0,Courier,J&T,CR5367,Contracted,77.48,0.269,Seasonal,3,0,0,5000,0.45,1
7345324,RT-4009,Jakarta-WH1,Makassar,Indonesia,171.2,5.7,Air,JNE,CR6436,Contracted,181.87,1.142,Seasonal,3,0,1,1000,0.16,1
7206703,RT-7919,Medan-WH,Makassar,Vietnam,478.7,1.0,Air,J&T,CR8807,Dedicated,55.75,3.481,Active,3,0,1,2000,3.05,1
7682668,RT-3225,Bandung-WH,Semarang,Singapore,69.8,24.2,Truck,Pos Indonesia,CR6545,On-Demand,139.41,2.86,Inactive,2,0,0,2000,3.43,1
7064585,RT-3387,Surabaya-WH,Bandung,Indonesia,324.6,80.8,Courier,JNE,CR8289,Contracted,273.03,0.935,Seasonal,7,0,1,5000,1.33,1
7199847,RT-6724,Bandung-WH,Bandung,Indonesia,624.6,24.4,Air,JNE,CR5561,Spot,107.82,2.221,Active,1,0,0,2000,11.04,1
7607197,RT-2398,Medan-WH,Surabaya,Indonesia,378.4,36.4,Sea,J&T,CR9519,Contracted,428.54,2.37,Active,3,0,1,20000,13.89,1
7957904,RT-6876,Jakarta-WH1,Palembang,Philippines,579.3,48.1,Air,JNE,CR8789,Contracted,176.92,2.297,Active,5,1,1,500,0.58,1
7723136,RT-2977,Bandung-WH,Bali,Malaysia,602.1,20.0,Truck,DHL,CR5504,Dedicated,20.0,0.155,Active,1,0,1,5000,4.16,1
7440178,RT-6521,Jakarta-WH1,Jakarta,Philippines,318.7,2.5,Truck,JNE,CR5646,Spot,511.54,2.624,Active,5,0,0,1000,2.75,1
7128574,RT-3728,Medan-WH,Jakarta,Indonesia,67.8,7.8,Sea,FedEx,CR6450,Contracted,119.15,0.927,Suspended,1,1,0,5000,12.91,0
7419935,RT-4123,Jakarta-WH2,Surabaya,Indonesia,265.0,112.1,Truck,SiCepat,CR6548,Spot,272.47,2.59,Active,5,0,0,500,0.67,1
7223575,RT-9953,Jakarta-WH1,Jakarta,Malaysia,80.4,35.9,Truck,JNE,CR2403,Dedicated,177.63,0.517,Active,2,0,0,2000,3.2,1
7229549,RT-1629,Bandung-WH,Medan,Vietnam,599.8,1.4,Truck,JNE,CR8872,Spot,106.12,2.712,Active,2,1,0,5000,9.99,1
7635469,RT-3172,Jakarta-WH1,Surabaya,Indonesia,51.8,20.0,Air,J&T,CR3726,On-Demand,323.01,3.298,Active,3,0,1,1000,1.81,1
7455330,RT-8674,Bandung-WH,Makassar,Indonesia,398.8,54.9,Sea,JNE,CR6110,On-Demand,44.88,3.108,Seasonal,1,1,1,1000,2.91,1
7387741,RT-9098,Medan-WH,Medan,Indonesia,461.6,10.5,Rail,Tiki,CR7808,Contracted,20.0,1.948,Active,3,0,1,5000,4.11,1
7530950,RT-9740,Jakarta-WH1,Yogyakarta,Malaysia,10.0,7.0,Air,J&T,CR2562,Contracted,56.06,2.776,Active,5,0,0,2000,1.75,1
7464928,RT-7824,Bandung-WH,Manado,Indonesia,495.9,87.4,Air,JNE,CR6846,Contracted,52.8,1.805,Active,3,1,0,5000,1.35,1
7630225,RT-1926,Jakarta-WH2,Jakarta,Malaysia,273.6,6.1,Truck,SiCepat,CR1217,Spot,45.02,2.027,Active,2,0,1,10000,0.86,1
7780134,RT-4115,Bandung-WH,Surabaya,Indonesia,192.2,64.1,Truck,DHL,CR9740,Contracted,153.6,2.616,Inactive,5,0,0,500,0.67,1
7406204,RT-3080,Jakarta-WH1,Palembang,Indonesia,221.2,18.0,Truck,J&T,CR8250,Contracted,81.49,3.411,Active,2,0,0,2000,1.48,1
7649214,RT-8457,Jakarta-WH2,Surabaya,Malaysia,362.4,31.8,Air,DHL,CR4907,Dedicated,1069.37,1.312,Active,7,1,1,2000,1.56,0
8879031,RT-9818,Bandung-WH,Semarang,Philippines,167.4,13.2,Rail,FedEx,CR9857,Contracted,218.09,3.249,Inactive,5,0,1,1000,7.67,0
7602727,RT-3244,Medan-WH,Bandung,Indonesia,513.3,61.3,Truck,JNE,CR5963,Contracted,378.89,3.171,Active,1,0,1,2000,0.26,1
7709425,RT-8031,Bandung-WH,Semarang,Indonesia,121.7,21.2,Courier,Tiki,CR6889,On-Demand,292.92,2.108,Active,3,1,0,5000,2.15,1
8631356,RT-3378,Jakarta-WH2,Bandung,Philippines,109.0,9.6,Truck,J&T,CR9462,Dedicated,30.95,0.193,Inactive,5,0,0,20000,1.63,0
7413264,RT-9314,Jakarta-WH2,Jakarta,Philippines,303.6,22.3,Air,Pos Indonesia,CR4268,Contracted,220.18,2.704,Active,5,0,0,1000,1.23,1
7665424,RT-1274,Jakarta-WH1,Medan,Singapore,572.4,4.6,Truck,FedEx,CR3711,Dedicated,20.0,0.219,Suspended,5,0,1,10000,0.86,1
7771262,RT-6648,Surabaya-WH,Surabaya,Indonesia,10.0,2.8,Sea,J&T,CR8232,Contracted,179.54,0.555,Active,1,0,1,5000,8.68,1
7929966,RT-5219,Surabaya-WH,Surabaya,Indonesia,154.7,32.7,Air,Pos Indonesia,CR2539,Dedicated,36.78,0.305,Inactive,7,1,0,500,2.96,1
7489099,RT-8952,Jakarta-WH1,Bandung,Indonesia,388.2,7.7,Rail,Pos Indonesia,CR6265,Spot,95.15,1.307,Active,1,0,1,1000,1.5,1
7853258,RT-5021,Jakarta-WH1,Surabaya,Indonesia,215.3,25.0,Truck,SiCepat,CR7666,Contracted,124.98,1.29,Active,3,0,0,2000,1.35,1
7686168,RT-6489,Jakarta-WH1,Bandung,Indonesia,69.5,6.3,Truck,Pos Indonesia,CR3553,Contracted,167.64,2.464,Suspended,3,0,0,20000,0.43,1
7586756,RT-7961,Surabaya-WH,Makassar,Indonesia,159.4,15.5,Truck,FedEx,CR8665,Dedicated,434.25,0.977,Active,7,0,0,20000,7.64,0
7580364,RT-2470,Jakarta-WH2,Semarang,Indonesia,369.3,2.5,Air,J&T,CR7500,Contracted,268.93,2.69,Active,2,0,1,1000,4.12,1
7881231,RT-9705,Jakarta-WH1,Medan,Malaysia,480.9,3.1,Truck,FedEx,CR1866,Contracted,88.52,0.414,Inactive,7,0,1,5000,2.03,1
7550190,RT-1237,Surabaya-WH,Jakarta,Indonesia,295.4,69.0,Truck,DHL,CR5071,On-Demand,120.97,0.102,Active,2,0,0,1000,2.48,1
7147750,RT-7659,Jakarta-WH1,Makassar,Indonesia,285.5,57.4,Truck,Tiki,CR1449,Spot,542.05,0.268,Inactive,2,1,0,2000,1.7,1
7230347,RT-6483,Jakarta-WH1,Medan,Philippines,1072.4,3.5,Rail,J&T,CR6986,Spot,20.0,1.216,Active,5,1,0,500,0.48,1
7510848,RT-7671,Jakarta-WH1,Jakarta,Indonesia,90.8,3.1,Air,Tiki,CR3526,Spot,219.04,0.864,Inactive,3,0,0,500,1.94,1
7753468,RT-1888,Jakarta-WH2,Bandung,Indonesia,654.6,104.4,Air,JNE,CR4441,Dedicated,91.86,2.611,Active,3,0,0,2000,0.78,1
7006216,RT-2516,Jakarta-WH2,Medan,Malaysia,1092.0,20.9,Air,Tiki,CR6709,Contracted,110.46,1.012,Active,1,1,0,20000,1.13,1
7362664,RT-2710,Jakarta-WH1,Jakarta,Vietnam,914.8,9.2,Truck,J&T,CR7307,Dedicated,248.59,2.206,Active,2,1,0,2000,5.54,1
7280734,RT-9906,Jakarta-WH1,Semarang,Malaysia,1001.6,6.4,Rail,FedEx,CR4547,Dedicated,46.83,0.994,Active,2,1,1,10000,10.48,1
7768400,RT-5697,Bandung-WH,Semarang,Indonesia,512.9,7.0,Air,SiCepat,CR5006,Contracted,237.56,1.64,Active,2,0,0,1000,4.02,1
